"TOA5","1","CR300","31189","CR300.Std.10.06","CPU:Implexx 08 Sap Flow Sensors Program v3 SW12.CR300","43341","Stem_Temp_Data"
"TIMESTAMP","RECORD","Pre_Temp_Down_Outer_a","Max_Temp_Down_Outer_a","Post_Temp_Down_Outer_a","Pre_Temp_Upper_Outer_a","Max_Temp_Upper_Outer_a","Post_Temp_Upper_Outer_a","Pre_Temp_Down_Inner_a","Max_Temp_Down_Inner_a","Post_Temp_Down_Inner_a","Pre_Temp_Upper_Inner_a","Max_Temp_Upper_Inner_a","Post_Temp_Upper_Inner_a","Pre_Temp_Down_Outer_b","Max_Temp_Down_Outer_b","Post_Temp_Down_Outer_b","Pre_Temp_Upper_Outer_b","Max_Temp_Upper_Outer_b","Post_Temp_Upper_Outer_b","Pre_Temp_Down_Inner_b","Max_Temp_Down_Inner_b","Post_Temp_Down_Inner_b","Pre_Temp_Upper_Inner_b","Max_Temp_Upper_Inner_b","Post_Temp_Upper_Inner_b","Pre_Temp_Down_Outer_c","Max_Temp_Down_Outer_c","Post_Temp_Down_Outer_c","Pre_Temp_Upper_Outer_c","Max_Temp_Upper_Outer_c","Post_Temp_Upper_Outer_c","Pre_Temp_Down_Inner_c","Max_Temp_Down_Inner_c","Post_Temp_Down_Inner_c","Pre_Temp_Upper_Inner_c","Max_Temp_Upper_Inner_c","Post_Temp_Upper_Inner_c","Pre_Temp_Down_Outer_d","Max_Temp_Down_Outer_d","Post_Temp_Down_Outer_d","Pre_Temp_Upper_Outer_d","Max_Temp_Upper_Outer_d","Post_Temp_Upper_Outer_d","Pre_Temp_Down_Inner_d","Max_Temp_Down_Inner_d","Post_Temp_Down_Inner_d","Pre_Temp_Upper_Inner_d","Max_Temp_Upper_Inner_d","Post_Temp_Upper_Inner_d","Pre_Temp_Down_Outer_e","Max_Temp_Down_Outer_e","Post_Temp_Down_Outer_e","Pre_Temp_Upper_Outer_e","Max_Temp_Upper_Outer_e","Post_Temp_Upper_Outer_e","Pre_Temp_Down_Inner_e","Max_Temp_Down_Inner_e","Post_Temp_Down_Inner_e","Pre_Temp_Upper_Inner_e","Max_Temp_Upper_Inner_e","Post_Temp_Upper_Inner_e","Pre_Temp_Down_Outer_f","Max_Temp_Down_Outer_f","Post_Temp_Down_Outer_f","Pre_Temp_Upper_Outer_f","Max_Temp_Upper_Outer_f","Post_Temp_Upper_Outer_f","Pre_Temp_Down_Inner_f","Max_Temp_Down_Inner_f","Post_Temp_Down_Inner_f","Pre_Temp_Upper_Inner_f","Max_Temp_Upper_Inner_f","Post_Temp_Upper_Inner_f","Pre_Temp_Down_Outer_g","Max_Temp_Down_Outer_g","Post_Temp_Down_Outer_g","Pre_Temp_Upper_Outer_g","Max_Temp_Upper_Outer_g","Post_Temp_Upper_Outer_g","Pre_Temp_Down_Inner_g","Max_Temp_Down_Inner_g","Post_Temp_Down_Inner_g","Pre_Temp_Upper_Inner_g","Max_Temp_Upper_Inner_g","Post_Temp_Upper_Inner_g","Pre_Temp_Down_Outer_h","Max_Temp_Down_Outer_h","Post_Temp_Down_Outer_h","Pre_Temp_Upper_Outer_h","Max_Temp_Upper_Outer_h","Post_Temp_Upper_Outer_h","Pre_Temp_Down_Inner_h","Max_Temp_Down_Inner_h","Post_Temp_Down_Inner_h","Pre_Temp_Upper_Inner_h","Max_Temp_Upper_Inner_h","Post_Temp_Upper_Inner_h"
"2022-07-18 17:00:00",8,31.202,0.406,31.584,31.227,0.383,31.551,30.574,0.324,30.872,30.581,0.338,30.874,29.747,0.292,30.032,29.845,0.377,30.18,29.375,0.231,29.603,29.38,0.326,29.657,30.386,0.282,30.655,30.279,0.282,30.523,29.272,0.272,29.53,29.255,0.305,29.482,30.384,0.352,30.715,30.269,0.243,30.495,29.806,0.362,30.125,29.686,0.221,29.883,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-18 17:15:00",9,31.399,0.396,31.771,31.438,0.375,31.755,30.75,0.325,31.051,30.758,0.34,31.054,29.924,0.289,30.206,30.055,0.371,30.384,29.527,0.23,29.754,29.538,0.324,29.815,30.3,0.276,30.563,30.196,0.274,30.431,29.281,0.269,29.536,29.256,0.299,29.474,30.693,0.352,31.025,30.574,0.242,30.798,30.076,0.356,30.392,29.956,0.221,30.154,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-18 17:30:00",10,31.575,0.396,31.944,31.608,0.379,31.929,30.927,0.332,31.233,30.936,0.346,31.237,30.071,0.292,30.355,30.216,0.376,30.55,29.677,0.232,29.906,29.7,0.326,29.979,30.134,0.275,30.394,30.045,0.273,30.276,29.252,0.269,29.506,29.22,0.3,29.436,30.891,0.35,31.217,30.78,0.243,31.002,30.317,0.356,30.629,30.2,0.22,30.396,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-18 17:45:00",11,31.611,0.379,31.957,31.653,0.366,31.952,31.059,0.325,31.355,31.073,0.34,31.365,30.147,0.281,30.418,30.266,0.364,30.581,29.799,0.225,30.02,29.835,0.322,30.106,29.945,0.274,30.204,29.864,0.274,30.096,29.19,0.268,29.442,29.151,0.301,29.368,30.861,0.34,31.17,30.802,0.229,31.003,30.45,0.351,30.752,30.35,0.212,30.534,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-18 18:00:00",12,31.453,0.367,31.782,31.492,0.358,31.779,31.065,0.316,31.35,31.091,0.332,31.372,30.12,0.276,30.386,30.203,0.359,30.513,29.844,0.219,30.059,29.893,0.316,30.157,29.691,0.27,29.943,29.619,0.267,29.843,29.094,0.266,29.341,29.045,0.293,29.253,30.78,0.338,31.09,30.742,0.23,30.948,30.497,0.345,30.794,30.412,0.21,30.594,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-18 18:15:00",13,31.177,0.376,31.518,31.226,0.367,31.525,30.967,0.317,31.251,31.011,0.333,31.292,30.07,0.279,30.338,30.127,0.365,30.443,29.853,0.221,30.069,29.913,0.319,30.179,29.441,0.276,29.701,29.377,0.277,29.612,28.971,0.265,29.218,28.912,0.302,29.129,30.694,0.331,30.996,30.682,0.229,30.884,30.517,0.345,30.81,30.443,0.21,30.623,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-18 18:30:00",14,30.962,0.373,31.297,31.018,0.371,31.323,30.86,0.317,31.143,30.919,0.332,31.198,30.025,0.279,30.294,30.065,0.366,30.383,29.852,0.22,30.067,29.921,0.318,30.185,29.209,0.274,29.467,29.151,0.278,29.388,28.849,0.263,29.094,28.782,0.302,29.001,30.562,0.321,30.854,30.561,0.227,30.762,30.474,0.34,30.758,30.403,0.21,30.583,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-18 18:45:00",15,30.756,0.369,31.086,30.812,0.37,31.117,30.743,0.313,31.021,30.809,0.331,31.086,29.98,0.278,30.247,30.004,0.365,30.321,29.844,0.219,30.058,29.918,0.318,30.182,28.974,0.273,29.23,28.924,0.278,29.159,28.719,0.261,28.961,28.644,0.303,28.863,30.418,0.306,30.694,30.423,0.234,30.634,30.389,0.332,30.66,30.323,0.213,30.509,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-18 19:00:00",16,30.572,0.363,30.896,30.622,0.366,30.924,30.622,0.309,30.896,30.692,0.327,30.966,29.93,0.278,30.196,29.937,0.366,30.254,29.827,0.218,30.04,29.903,0.318,30.166,28.747,0.273,29.003,28.7,0.281,28.941,28.58,0.259,28.82,28.497,0.305,28.72,30.263,0.299,30.531,30.28,0.238,30.496,30.282,0.33,30.546,30.22,0.216,30.41,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-18 19:15:00",17,30.382,0.356,30.7,30.43,0.359,30.728,30.496,0.303,30.765,30.57,0.32,30.837,29.872,0.274,30.135,29.86,0.362,30.175,29.798,0.216,30.008,29.875,0.313,30.134,28.524,0.267,28.773,28.482,0.279,28.723,28.446,0.252,28.678,28.356,0.303,28.579,30.117,0.297,30.384,30.131,0.237,30.347,30.17,0.326,30.431,30.11,0.214,30.298,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-18 19:30:00",18,30.215,0.361,30.539,30.251,0.365,30.556,30.373,0.306,30.645,30.446,0.324,30.718,29.815,0.275,30.079,29.788,0.365,30.104,29.767,0.217,29.979,29.842,0.317,30.104,28.312,0.272,28.566,28.27,0.287,28.519,28.304,0.253,28.537,28.207,0.308,28.436,29.97,0.298,30.237,29.993,0.241,30.213,30.061,0.329,30.322,30.001,0.217,30.194,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-18 19:45:00",19,30.055,0.363,30.38,30.089,0.367,30.397,30.253,0.307,30.526,30.327,0.323,30.599,29.747,0.277,30.013,29.703,0.368,30.022,29.722,0.218,29.934,29.796,0.317,30.058,28.13,0.271,28.383,28.093,0.288,28.343,28.172,0.253,28.405,28.07,0.31,28.302,29.837,0.301,30.107,29.861,0.244,30.085,29.95,0.33,30.213,29.894,0.219,30.089,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-18 20:00:00",20,29.861,0.361,30.184,29.887,0.365,30.192,30.125,0.305,30.395,30.199,0.322,30.469,29.666,0.276,29.931,29.602,0.367,29.92,29.668,0.216,29.878,29.739,0.316,30,27.908,0.269,28.157,27.877,0.286,28.124,28.026,0.251,28.256,27.919,0.309,28.15,29.674,0.297,29.94,29.717,0.243,29.939,29.835,0.329,30.095,29.785,0.219,29.98,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-18 20:15:00",21,29.618,0.355,29.934,29.633,0.361,29.933,29.963,0.301,30.229,30.038,0.318,30.303,29.566,0.271,29.825,29.483,0.361,29.794,29.599,0.212,29.805,29.668,0.312,29.924,27.645,0.257,27.881,27.622,0.274,27.858,27.857,0.245,28.08,27.744,0.301,27.966,29.465,0.29,29.721,29.544,0.237,29.759,29.699,0.322,29.951,29.66,0.215,29.85,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-18 20:30:00",22,29.304,0.356,29.617,29.317,0.363,29.615,29.761,0.302,30.026,29.837,0.321,30.102,29.459,0.276,29.723,29.353,0.367,29.671,29.514,0.216,29.724,29.578,0.316,29.838,27.346,0.262,27.589,27.322,0.279,27.563,27.657,0.242,27.877,27.534,0.301,27.757,29.265,0.306,29.543,29.335,0.248,29.564,29.528,0.331,29.79,29.5,0.22,29.695,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-18 20:45:00",23,28.953,0.362,29.274,28.959,0.369,29.266,29.515,0.304,29.781,29.595,0.321,29.861,29.349,0.274,29.611,29.225,0.367,29.542,29.428,0.214,29.636,29.488,0.315,29.746,27.079,0.267,27.327,27.052,0.283,27.299,27.455,0.243,27.676,27.324,0.302,27.549,29.152,0.304,29.426,29.213,0.248,29.443,29.414,0.331,29.677,29.383,0.221,29.581,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
